 frequency       nfr             nfminr          rnr            
 1.00000000e+08  1.05464179e+01  5.01450283e-14  5.17037231e+02 
 1.12201845e+08  1.05463808e+01  3.47157888e-14  5.17032305e+02 
 1.25892541e+08  1.05463339e+01  0.00000000e+00  5.17026102e+02 
 1.41253754e+08  1.05462750e+01  2.98941515e-14  5.17018294e+02 
 1.58489319e+08  1.05462008e+01  0.00000000e+00  5.17008464e+02 
 1.77827941e+08  1.05461075e+01  0.00000000e+00  5.16996090e+02 
 1.99526231e+08  1.05459899e+01  0.00000000e+00  5.16980512e+02 
 2.23872114e+08  1.05458419e+01  2.50725141e-14  5.16960903e+02 
 2.51188643e+08  1.05456557e+01  1.25362571e-14  5.16936218e+02 
 2.81838293e+08  1.05454212e+01  0.00000000e+00  5.16905145e+02 
 3.16227766e+08  1.05451261e+01  0.00000000e+00  5.16866032e+02 
 3.54813389e+08  1.05447543e+01  0.00000000e+00  5.16816800e+02 
 3.98107171e+08  1.05442869e+01  0.00000000e+00  5.16754833e+02 
 4.46683592e+08  1.05436981e+01  3.66444437e-14  5.16676844e+02 
 5.01187234e+08  1.05429571e+01  0.00000000e+00  5.16578694e+02 
 5.62341325e+08  1.05420244e+01  0.00000000e+00  5.16455183e+02 
 6.30957344e+08  1.05408512e+01  0.00000000e+00  5.16299777e+02 
 7.07945784e+08  1.05393731e+01  0.00000000e+00  5.16104264e+02 
 7.94328235e+08  1.05375156e+01  9.64327467e-16  5.15858339e+02 
 8.91250938e+08  1.05351768e+01  2.89298240e-14  5.15549071e+02 
 1.00000000e+09  1.05322351e+01  0.00000000e+00  5.15160253e+02 
 1.12201845e+09  1.05285350e+01  0.00000000e+00  5.14671592e+02 
 1.25892541e+09  1.05238811e+01  0.00000000e+00  5.14057721e+02 
 1.41253754e+09  1.05180326e+01  2.21795317e-14  5.13286983e+02 
 1.58489319e+09  1.05106794e+01  0.00000000e+00  5.12319962e+02 
 1.77827941e+09  1.05014475e+01  3.85730987e-15  5.11107722e+02 
 1.99526231e+09  1.04898726e+01  4.62877184e-14  5.09589736e+02 
 2.23872114e+09  1.04753286e+01  0.00000000e+00  5.07691478e+02 
 2.51188643e+09  1.04571131e+01  2.79654965e-14  5.05321728e+02 
 2.81838293e+09  1.04343365e+01  0.00000000e+00  5.02369661e+02 
 3.16227766e+09  1.04058367e+01  0.00000000e+00  4.98701916e+02 
 3.54813389e+09  1.03702973e+01  0.00000000e+00  4.94159956e+02 
 3.98107171e+09  1.03260690e+01  2.60368416e-14  4.88558272e+02 
 4.46683592e+09  1.02711690e+01  2.31438592e-14  4.81684209e+02 
 5.01187234e+09 -nan -nan  4.73300540e+02 
 5.62341325e+09  1.01195335e+01  3.85730987e-15  4.63152190e+02 
 6.30957344e+09  1.00172314e+01  0.00000000e+00  4.50978718e+02 
 7.07945784e+09 -nan -nan  4.36534007e+02 
 7.94328235e+09  9.74125518e+00 -4.82163733e-16  4.19613917e+02 
 8.91250938e+09  9.56008472e+00  1.63935669e-14  4.00091057e+02 
 1.00000000e+10  9.34543643e+00  8.67894720e-15  3.77953392e+02 
 1.12201845e+10  9.09324787e+00  9.64327467e-16  3.53340303e+02 
 1.25892541e+10  8.80123151e+00  0.00000000e+00  3.26567100e+02 
 1.41253754e+10 -nan -nan  2.98128355e+02 
 1.58489319e+10  8.09400839e+00  0.00000000e+00  2.68673137e+02 
 1.77827941e+10  7.68067322e+00  3.85730987e-15  2.38951744e+02 
 1.99526231e+10  7.23187411e+00  1.44649120e-14  2.09741848e+02 
