 frequency       nfr             nfminr          rnr            
 1.00000000e+08  5.90439940e+00  0.00000000e+00  1.44719623e+02 
 1.12201845e+08  5.90439730e+00  1.63935669e-14  1.44719501e+02 
 1.25892541e+08  5.90439457e+00  0.00000000e+00  1.44719348e+02 
 1.41253754e+08  5.90439116e+00  1.25362571e-14  1.44719155e+02 
 1.58489319e+08  5.90438689e+00  4.82163733e-15  1.44718912e+02 
 1.77827941e+08  5.90438152e+00  0.00000000e+00  1.44718606e+02 
 1.99526231e+08  5.90437474e+00  0.00000000e+00  1.44718221e+02 
 2.23872114e+08  5.90436622e+00  0.00000000e+00  1.44717736e+02 
 2.51188643e+08  5.90435549e+00  0.00000000e+00  1.44717125e+02 
 2.81838293e+08  5.90434211e+00  0.00000000e+00  1.44716357e+02 
 3.16227766e+08  5.90432513e+00  1.54292395e-14  1.44715389e+02 
 3.54813389e+08  5.90430378e+00  0.00000000e+00  1.44714171e+02 
 3.98107171e+08  5.90427682e+00  1.06076021e-14  1.44712638e+02 
 4.46683592e+08  5.90424297e+00  0.00000000e+00  1.44710708e+02 
 5.01187234e+08  5.90420031e+00  0.00000000e+00  1.44708278e+02 
 5.62341325e+08  5.90414638e+00  0.00000000e+00  1.44705219e+02 
 6.30957344e+08  5.90407961e+00  0.00000000e+00  1.44701369e+02 
 7.07945784e+08  5.90399471e+00  0.00000000e+00  1.44696521e+02 
 7.94328235e+08  5.90388754e+00  0.00000000e+00  1.44690419e+02 
 8.91250938e+08  5.90375071e+00  2.12152043e-14  1.44682738e+02 
 1.00000000e+09  5.90358088e+00  0.00000000e+00  1.44673069e+02 
 1.12201845e+09  5.90336907e+00  4.82163733e-15  1.44660898e+02 
 1.25892541e+09  5.90310053e+00  0.00000000e+00  1.44645578e+02 
 1.41253754e+09  5.90275919e+00  0.00000000e+00  1.44626297e+02 
 1.58489319e+09  5.90233254e+00  4.82163733e-15  1.44602031e+02 
 1.77827941e+09  5.90179710e+00  0.00000000e+00  1.44571493e+02 
 1.99526231e+09  5.90113291e+00  2.12152043e-14  1.44533066e+02 
 2.23872114e+09  5.90027045e+00  1.44649120e-14  1.44484718e+02 
 2.51188643e+09  5.89920342e+00  0.00000000e+00  1.44423899e+02 
 2.81838293e+09  5.89786238e+00  0.00000000e+00  1.44347404e+02 
 3.16227766e+09  5.89617126e+00  3.85730987e-15  1.44251218e+02 
 3.54813389e+09 -nan -nan  1.44130309e+02 
 3.98107171e+09  5.89138229e+00  4.82163733e-15  1.43978381e+02 
 4.46683592e+09  5.88801453e+00  9.64327467e-16  1.43787570e+02 
 5.01187234e+09 -nan -nan  1.43548072e+02 
 5.62341325e+09  5.87852478e+00  0.00000000e+00  1.43247693e+02 
 6.30957344e+09  5.87201218e+00  0.00000000e+00  1.42871322e+02 
 7.07945784e+09  5.86343634e+00  4.82163733e-15  1.42400301e+02 
 7.94328235e+09  5.85301293e+00  0.00000000e+00  1.41811719e+02 
 8.91250938e+09  5.83992407e+00  1.92865493e-15  1.41077620e+02 
 1.00000000e+10  5.82366828e+00  4.82163733e-15  1.40164182e+02 
 1.12201845e+10  5.80321392e+00 -4.82163733e-16  1.39030915e+02 
 1.25892541e+10  5.77798724e+00  0.00000000e+00  1.37630010e+02 
 1.41253754e+10  5.74684266e+00  3.85730987e-15  1.35906016e+02 
 1.58489319e+10  5.70839262e+00  0.00000000e+00  1.33796095e+02 
 1.77827941e+10  5.66098212e+00  3.85730987e-15  1.31231229e+02 
 1.99526231e+10  5.60345335e+00  6.75029227e-15  1.28138785e+02 
