 frequency       nfr             nfminr          rnr            
 1.00000000e+08  5.88389741e+00  0.00000000e+00  1.43802565e+02 
 1.12201845e+08  5.88389539e+00  1.54292395e-14  1.43802446e+02 
 1.25892541e+08  5.88389271e+00  0.00000000e+00  1.43802296e+02 
 1.41253754e+08  5.88388937e+00  9.64327467e-16  1.43802106e+02 
 1.58489319e+08  5.88388519e+00  0.00000000e+00  1.43801868e+02 
 1.77827941e+08  5.88387998e+00  0.00000000e+00  1.43801568e+02 
 1.99526231e+08  5.88387334e+00  9.64327467e-16  1.43801191e+02 
 2.23872114e+08  5.88386500e+00  0.00000000e+00  1.43800715e+02 
 2.51188643e+08  5.88385449e+00  0.00000000e+00  1.43800117e+02 
 2.81838293e+08  5.88384138e+00  0.00000000e+00  1.43799364e+02 
 3.16227766e+08  5.88382474e+00  0.00000000e+00  1.43798415e+02 
 3.54813389e+08  5.88380404e+00  0.00000000e+00  1.43797221e+02 
 3.98107171e+08  5.88377764e+00  1.92865493e-15  1.43795718e+02 
 4.46683592e+08  5.88374448e+00  4.82163733e-15  1.43793826e+02 
 5.01187234e+08  5.88370269e+00  0.00000000e+00  1.43791444e+02 
 5.62341325e+08  5.88364984e+00  0.00000000e+00  1.43788446e+02 
 6.30957344e+08  5.88358442e+00  0.00000000e+00  1.43784671e+02 
 7.07945784e+08  5.88350031e+00  0.00000000e+00  1.43779919e+02 
 7.94328235e+08  5.88339514e+00  7.71461973e-15  1.43773937e+02 
 8.91250938e+08  5.88326311e+00  1.92865493e-15  1.43766407e+02 
 1.00000000e+09  5.88309672e+00  0.00000000e+00  1.43756928e+02 
 1.12201845e+09  5.88288923e+00  9.64327467e-16  1.43744997e+02 
 1.25892541e+09  5.88262607e+00  5.78596480e-15  1.43729979e+02 
 1.41253754e+09  5.88229506e+00  1.92865493e-15  1.43711077e+02 
 1.58489319e+09  5.88187725e+00  0.00000000e+00  1.43687288e+02 
 1.77827941e+09  5.88135283e+00  0.00000000e+00  1.43657351e+02 
 1.99526231e+09  5.88070240e+00  1.06076021e-14  1.43619680e+02 
 2.23872114e+09  5.87985698e+00  4.82163733e-15  1.43572283e+02 
 2.51188643e+09  5.87881130e+00  0.00000000e+00  1.43512658e+02 
 2.81838293e+09  5.87751141e+00  0.00000000e+00  1.43437666e+02 
 3.16227766e+09  5.87585533e+00  0.00000000e+00  1.43343367e+02 
 3.54813389e+09  5.87377834e+00  9.64327467e-16  1.43224828e+02 
 3.98107171e+09  5.87116416e+00  8.67894720e-15  1.43075874e+02 
 4.46683592e+09  5.86786382e+00  0.00000000e+00  1.42888793e+02 
 5.01187234e+09  5.86373816e+00  0.00000000e+00  1.42653967e+02 
 5.62341325e+09  5.85850506e+00  5.78596480e-15  1.42359433e+02 
 6.30957344e+09  5.85211537e+00  0.00000000e+00  1.41990361e+02 
 7.07945784e+09  5.84383782e+00  1.92865493e-15  1.41528440e+02 
 7.94328235e+09 -nan -nan  1.40951171e+02 
 8.91250938e+09  5.82079381e+00  7.71461973e-15  1.40231095e+02 
 1.00000000e+10  5.80485717e+00  0.00000000e+00  1.39334967e+02 
 1.12201845e+10  5.78502114e+00  0.00000000e+00  1.38222965e+02 
 1.25892541e+10  5.76030189e+00  1.92865493e-15  1.36848024e+02 
 1.41253754e+10  5.72977389e+00  3.85730987e-15  1.35155489e+02 
 1.58489319e+10  5.69206837e+00  0.00000000e+00  1.33083331e+02 
 1.77827941e+10  5.64555033e+00  1.15719296e-14  1.30563275e+02 
 1.99526231e+10  5.58908451e+00  6.75029227e-15  1.27523259e+02 
