 frequency       nfr             nfminr          rnr            
 1.00000000e+08  6.29655206e+00  0.00000000e+00  1.63120385e+02 
 1.12201845e+08  6.29654892e+00  4.82163733e-15  1.63120201e+02 
 1.25892541e+08  6.29654484e+00  0.00000000e+00  1.63119968e+02 
 1.41253754e+08  6.29653979e+00  0.00000000e+00  1.63119676e+02 
 1.58489319e+08  6.29653339e+00  2.89298240e-15  1.63119308e+02 
 1.77827941e+08  6.29652541e+00  6.75029227e-15  1.63118845e+02 
 1.99526231e+08  6.29651535e+00  0.00000000e+00  1.63118262e+02 
 2.23872114e+08  6.29650257e+00  8.67894720e-15  1.63117528e+02 
 2.51188643e+08  6.29648663e+00  0.00000000e+00  1.63116604e+02 
 2.81838293e+08  6.29646653e+00  7.71461973e-15  1.63115440e+02 
 3.16227766e+08  6.29644110e+00  4.82163733e-15  1.63113976e+02 
 3.54813389e+08  6.29640935e+00  0.00000000e+00  1.63112132e+02 
 3.98107171e+08  6.29636882e+00  1.63935669e-14  1.63109811e+02 
 4.46683592e+08  6.29631849e+00  6.75029227e-15  1.63106888e+02 
 5.01187234e+08  6.29625447e+00  0.00000000e+00  1.63103210e+02 
 5.62341325e+08  6.29617442e+00  0.00000000e+00  1.63098579e+02 
 6.30957344e+08  6.29607402e+00  0.00000000e+00  1.63092750e+02 
 7.07945784e+08  6.29594595e+00  0.00000000e+00  1.63085411e+02 
 7.94328235e+08  6.29578658e+00  3.85730987e-15  1.63076174e+02 
 8.91250938e+08  6.29558416e+00  0.00000000e+00  1.63064546e+02 
 1.00000000e+09  6.29533190e+00  0.00000000e+00  1.63049910e+02 
 1.12201845e+09 -nan -nan  1.63031488e+02 
 1.25892541e+09  6.29461131e+00  0.00000000e+00  1.63008302e+02 
 1.41253754e+09  6.29410550e+00  8.67894720e-15  1.62979121e+02 
 1.58489319e+09  6.29347221e+00  0.00000000e+00  1.62942400e+02 
 1.77827941e+09  6.29266800e+00  0.00000000e+00  1.62896195e+02 
 1.99526231e+09  6.29167651e+00  1.54292395e-14  1.62838063e+02 
 2.23872114e+09  6.29039127e+00  7.71461973e-15  1.62764939e+02 
 2.51188643e+09  6.28879349e+00  5.78596480e-15  1.62672974e+02 
 2.81838293e+09  6.28680071e+00  0.00000000e+00  1.62557344e+02 
 3.16227766e+09  6.28425924e+00  0.00000000e+00  1.62412009e+02 
 3.54813389e+09  6.28110851e+00  3.85730987e-15  1.62229411e+02 
 3.98107171e+09  6.27710785e+00  0.00000000e+00  1.62000118e+02 
 4.46683592e+09  6.27211681e+00  0.00000000e+00  1.61712374e+02 
 5.01187234e+09  6.26582376e+00  0.00000000e+00  1.61351577e+02 
 5.62341325e+09  6.25788079e+00  2.89298240e-15  1.60899643e+02 
 6.30957344e+09  6.24817153e+00  0.00000000e+00  1.60334279e+02 
 7.07945784e+09  6.23561050e+00  0.00000000e+00  1.59628152e+02 
 7.94328235e+09  6.22022787e+00  0.00000000e+00  1.58747986e+02 
 8.91250938e+09  6.20080075e+00  1.92865493e-15  1.57653629e+02 
 1.00000000e+10  6.17669941e+00  9.64327467e-15  1.56297184e+02 
 1.12201845e+10  6.14679751e+00  1.92865493e-15  1.54622356e+02 
 1.25892541e+10  6.10998092e+00 -4.82163733e-16  1.52564231e+02 
 1.41253754e+10  6.06413587e+00  0.00000000e+00  1.50049826e+02 
 1.58489319e+10  6.00787431e+00  0.00000000e+00  1.46999831e+02 
 1.77827941e+10  5.93977354e+00  1.25362571e-14  1.43332020e+02 
 1.99526231e+10  5.85691555e+00 -4.82163733e-16  1.38966849e+02 
